"program_name","level_id","stress","median","measurement_type","percent_specified"
"list",25,32,4.03331,"gradual",22.9357798165138
"list",25,32,2.3512835,"framing",22.9357798165138
"list",25,32,13.627786,"dynamic",22.9357798165138
"list",26,32,3.9756455,"gradual",23.8532110091743
"list",26,32,2.288837,"framing",23.8532110091743
"list",26,32,13.2307755,"dynamic",23.8532110091743
"list",27,32,4.845376,"gradual",24.7706422018349
"list",27,32,2.3226045,"framing",24.7706422018349
"list",27,32,13.359819,"dynamic",24.7706422018349
"list",28,32,4.944307,"gradual",25.6880733944954
"list",28,32,2.316545,"framing",25.6880733944954
"list",28,32,15.127404,"dynamic",25.6880733944954
"list",29,32,4.641951,"gradual",26.605504587156
"list",29,32,2.3680695,"framing",26.605504587156
"list",29,32,13.2069215,"dynamic",26.605504587156
"list",30,32,4.8072985,"gradual",27.5229357798165
"list",30,32,2.3568825,"framing",27.5229357798165
"list",30,32,13.218159,"dynamic",27.5229357798165
"list",31,32,6.5215195,"gradual",28.4403669724771
"list",31,32,2.2951075,"framing",28.4403669724771
"list",31,32,13.350691,"dynamic",28.4403669724771
"list",32,32,6.1107465,"gradual",29.3577981651376
"list",32,32,2.2628835,"framing",29.3577981651376
"list",32,32,13.580408,"dynamic",29.3577981651376
"list",33,32,6.834104,"gradual",30.2752293577982
"list",33,32,2.4085125,"framing",30.2752293577982
"list",33,32,13.1648475,"dynamic",30.2752293577982
"list",34,32,7.5310395,"gradual",31.1926605504587
"list",34,32,2.380768,"framing",31.1926605504587
"list",34,32,15.9797725,"dynamic",31.1926605504587
"list",35,32,7.693425,"gradual",32.1100917431193
"list",35,32,2.4528135,"framing",32.1100917431193
"list",35,32,15.7019835,"dynamic",32.1100917431193
"list",36,32,7.5538675,"gradual",33.0275229357798
"list",36,32,2.389354,"framing",33.0275229357798
"list",36,32,16.0525235,"dynamic",33.0275229357798
"list",37,32,9.1731315,"gradual",33.9449541284404
"list",37,32,2.328081,"framing",33.9449541284404
"list",37,32,17.183836,"dynamic",33.9449541284404
"list",38,32,9.149563,"gradual",34.8623853211009
"list",38,32,2.407681,"framing",34.8623853211009
"list",38,32,17.360169,"dynamic",34.8623853211009
"list",39,32,9.113468,"gradual",35.7798165137615
"list",39,32,2.317858,"framing",35.7798165137615
"list",39,32,17.482173,"dynamic",35.7798165137615
"list",40,32,9.1216585,"gradual",36.697247706422
"list",40,32,2.377037,"framing",36.697247706422
"list",40,32,17.365991,"dynamic",36.697247706422
"list",41,32,9.28392,"gradual",37.6146788990826
"list",41,32,2.341357,"framing",37.6146788990826
"list",41,32,17.2901885,"dynamic",37.6146788990826
"list",42,32,9.7077155,"gradual",38.5321100917431
"list",42,32,2.305776,"framing",38.5321100917431
"list",42,32,17.616697,"dynamic",38.5321100917431
"list",43,32,9.275774,"gradual",39.4495412844037
"list",43,32,2.3080665,"framing",39.4495412844037
"list",43,32,17.983394,"dynamic",39.4495412844037
"list",44,32,9.238976,"gradual",40.3669724770642
"list",44,32,2.350416,"framing",40.3669724770642
"list",44,32,17.9714875,"dynamic",40.3669724770642
"list",45,32,9.3892135,"gradual",41.2844036697248
"list",45,32,2.3285695,"framing",41.2844036697248
"list",45,32,17.86302,"dynamic",41.2844036697248
"list",46,32,9.230314,"gradual",42.2018348623853
"list",46,32,2.3591645,"framing",42.2018348623853
"list",46,32,17.711829,"dynamic",42.2018348623853
"list",47,32,9.312058,"gradual",43.1192660550459
"list",47,32,2.33882,"framing",43.1192660550459
"list",47,32,17.9547325,"dynamic",43.1192660550459
"list",48,32,10.1612875,"gradual",44.0366972477064
"list",48,32,2.36251,"framing",44.0366972477064
"list",48,32,18.13264,"dynamic",44.0366972477064
"list",49,32,9.620965,"gradual",44.954128440367
"list",49,32,2.319613,"framing",44.954128440367
"list",49,32,17.9682425,"dynamic",44.954128440367
"list",50,32,19.8821335,"gradual",45.8715596330275
"list",50,32,2.311145,"framing",45.8715596330275
"list",50,32,17.780008,"dynamic",45.8715596330275
"list",51,32,20.044368,"gradual",46.7889908256881
"list",51,32,2.371582,"framing",46.7889908256881
"list",51,32,18.4805445,"dynamic",46.7889908256881
"list",52,32,19.9292965,"gradual",47.7064220183486
"list",52,32,2.3040325,"framing",47.7064220183486
"list",52,32,17.910125,"dynamic",47.7064220183486
"list",53,32,19.645524,"gradual",48.6238532110092
"list",53,32,2.3182795,"framing",48.6238532110092
"list",53,32,17.896842,"dynamic",48.6238532110092
"list",54,32,19.715719,"gradual",49.5412844036697
"list",54,32,2.332084,"framing",49.5412844036697
"list",54,32,17.8372685,"dynamic",49.5412844036697
"list",55,32,19.7222655,"gradual",50.4587155963303
"list",55,32,2.3716705,"framing",50.4587155963303
"list",55,32,17.875809,"dynamic",50.4587155963303
"list",56,32,19.7338745,"gradual",51.3761467889908
"list",56,32,2.3960925,"framing",51.3761467889908
"list",56,32,17.9589205,"dynamic",51.3761467889908
"list",57,32,19.914068,"gradual",52.2935779816514
"list",57,32,2.33486,"framing",52.2935779816514
"list",57,32,18.5054235,"dynamic",52.2935779816514
"list",58,32,19.9175515,"gradual",53.2110091743119
"list",58,32,2.3264825,"framing",53.2110091743119
"list",58,32,21.137212,"dynamic",53.2110091743119
"list",59,32,19.925725,"gradual",54.1284403669725
"list",59,32,2.3112055,"framing",54.1284403669725
"list",59,32,18.791713,"dynamic",54.1284403669725
"list",60,32,28.1273625,"gradual",55.045871559633
"list",60,32,2.3137895,"framing",55.045871559633
"list",60,32,28.9546695,"dynamic",55.045871559633
"list",61,32,28.691453,"gradual",55.9633027522936
"list",61,32,2.2551285,"framing",55.9633027522936
"list",61,32,29.7474435,"dynamic",55.9633027522936
"list",62,32,29.9911385,"gradual",56.8807339449541
"list",62,32,2.3300115,"framing",56.8807339449541
"list",62,32,31.3449725,"dynamic",56.8807339449541
"list",63,32,30.532717,"gradual",57.7981651376147
"list",63,32,2.3315615,"framing",57.7981651376147
"list",63,32,30.718493,"dynamic",57.7981651376147
"list",64,32,30.321173,"gradual",58.7155963302752
"list",64,32,2.286061,"framing",58.7155963302752
"list",64,32,30.6548755,"dynamic",58.7155963302752
"list",65,32,31.8770705,"gradual",59.6330275229358
"list",65,32,2.342811,"framing",59.6330275229358
"list",65,32,34.1018035,"dynamic",59.6330275229358
"list",66,32,31.488789,"gradual",60.5504587155963
"list",66,32,2.356239,"framing",60.5504587155963
"list",66,32,33.9867735,"dynamic",60.5504587155963
"list",67,32,30.8581145,"gradual",61.4678899082569
"list",67,32,2.3182145,"framing",61.4678899082569
"list",67,32,33.854963,"dynamic",61.4678899082569
"list",68,32,31.457838,"gradual",62.3853211009174
"list",68,32,2.3580535,"framing",62.3853211009174
"list",68,32,33.552008,"dynamic",62.3853211009174
"list",69,32,31.355499,"gradual",63.302752293578
"list",69,32,2.383247,"framing",63.302752293578
"list",69,32,34.238283,"dynamic",63.302752293578
"list",70,32,31.837243,"gradual",64.2201834862385
"list",70,32,2.2725995,"framing",64.2201834862385
"list",70,32,34.185656,"dynamic",64.2201834862385
"list",71,32,36.3840575,"gradual",65.1376146788991
"list",71,32,2.2705915,"framing",65.1376146788991
"list",71,32,34.235621,"dynamic",65.1376146788991
"list",72,32,32.212632,"gradual",66.0550458715596
"list",72,32,2.339176,"framing",66.0550458715596
"list",72,32,34.279342,"dynamic",66.0550458715596
"list",73,32,31.4964685,"gradual",66.9724770642202
"list",73,32,2.4017455,"framing",66.9724770642202
"list",73,32,34.277497,"dynamic",66.9724770642202
"list",74,32,32.9378275,"gradual",67.8899082568807
"list",74,32,2.3497035,"framing",67.8899082568807
"list",74,32,36.2563385,"dynamic",67.8899082568807
"list",75,32,33.06031,"gradual",68.8073394495413
"list",75,32,2.333218,"framing",68.8073394495413
"list",75,32,36.426688,"dynamic",68.8073394495413
"list",76,32,33.223584,"gradual",69.7247706422018
"list",76,32,2.3244265,"framing",69.7247706422018
"list",76,32,35.8904785,"dynamic",69.7247706422018
"list",77,32,38.655014,"gradual",70.6422018348624
"list",77,32,2.51737,"framing",70.6422018348624
"list",77,32,39.725677,"dynamic",70.6422018348624
"list",78,32,37.0964685,"gradual",71.5596330275229
"list",78,32,2.28575,"framing",71.5596330275229
"list",78,32,39.2849395,"dynamic",71.5596330275229
"list",79,32,37.118078,"gradual",72.4770642201835
"list",79,32,2.3282665,"framing",72.4770642201835
"list",79,32,39.5513135,"dynamic",72.4770642201835
"list",80,32,37.2323595,"gradual",73.394495412844
"list",80,32,2.4621195,"framing",73.394495412844
"list",80,32,39.3629115,"dynamic",73.394495412844
"list",81,32,37.92398,"gradual",74.3119266055046
"list",81,32,2.367657,"framing",74.3119266055046
"list",81,32,39.480729,"dynamic",74.3119266055046
"list",82,32,37.4686995,"gradual",75.2293577981651
"list",82,32,2.264071,"framing",75.2293577981651
"list",82,32,40.189138,"dynamic",75.2293577981651
"list",83,32,37.6510565,"gradual",76.1467889908257
"list",83,32,2.3620565,"framing",76.1467889908257
"list",83,32,39.938263,"dynamic",76.1467889908257
"list",84,32,37.940699,"gradual",77.0642201834862
"list",84,32,2.3319465,"framing",77.0642201834862
"list",84,32,40.2118765,"dynamic",77.0642201834862
"list",85,32,37.999174,"gradual",77.9816513761468
"list",85,32,2.2400715,"framing",77.9816513761468
"list",85,32,39.8043155,"dynamic",77.9816513761468
"list",86,32,37.48905,"gradual",78.8990825688073
"list",86,32,2.321041,"framing",78.8990825688073
"list",86,32,39.973643,"dynamic",78.8990825688073
"list",87,32,37.414104,"gradual",79.8165137614679
"list",87,32,2.27559,"framing",79.8165137614679
"list",87,32,44.8339315,"dynamic",79.8165137614679
"list",88,32,37.231265,"gradual",80.7339449541284
"list",88,32,2.32057,"framing",80.7339449541284
"list",88,32,40.485971,"dynamic",80.7339449541284
"list",89,32,37.2338815,"gradual",81.651376146789
"list",89,32,2.3543625,"framing",81.651376146789
"list",89,32,40.3278495,"dynamic",81.651376146789
"list",90,32,37.63354,"gradual",82.5688073394495
"list",90,32,2.287467,"framing",82.5688073394495
"list",90,32,40.4092625,"dynamic",82.5688073394495
"list",91,32,37.180594,"gradual",83.4862385321101
"list",91,32,2.2749535,"framing",83.4862385321101
"list",91,32,39.9523295,"dynamic",83.4862385321101
"list",92,32,37.2518465,"gradual",84.4036697247707
"list",92,32,2.318189,"framing",84.4036697247707
"list",92,32,40.2579065,"dynamic",84.4036697247707
"list",93,32,37.175573,"gradual",85.3211009174312
"list",93,32,2.3279935,"framing",85.3211009174312
"list",93,32,40.3765985,"dynamic",85.3211009174312
"list",94,32,37.0697745,"gradual",86.2385321100918
"list",94,32,2.372428,"framing",86.2385321100918
"list",94,32,40.138943,"dynamic",86.2385321100918
"list",95,32,37.3251085,"gradual",87.1559633027523
"list",95,32,2.3983305,"framing",87.1559633027523
"list",95,32,40.029409,"dynamic",87.1559633027523
"list",96,32,37.245065,"gradual",88.0733944954129
"list",96,32,2.347851,"framing",88.0733944954129
"list",96,32,40.172122,"dynamic",88.0733944954129
"list",97,32,37.6349095,"gradual",88.9908256880734
"list",97,32,2.3062745,"framing",88.9908256880734
"list",97,32,40.1243175,"dynamic",88.9908256880734
"list",98,32,37.2824935,"gradual",89.9082568807339
"list",98,32,2.318617,"framing",89.9082568807339
"list",98,32,40.020615,"dynamic",89.9082568807339
"list",99,32,37.251735,"gradual",90.8256880733945
"list",99,32,2.4172745,"framing",90.8256880733945
"list",99,32,40.747676,"dynamic",90.8256880733945
"list",100,32,25.6491845,"gradual",91.743119266055
"list",100,32,2.413088,"framing",91.743119266055
"list",100,32,40.9173925,"dynamic",91.743119266055
"list",101,32,25.79213,"gradual",92.6605504587156
"list",101,32,2.35667,"framing",92.6605504587156
"list",101,32,40.494401,"dynamic",92.6605504587156
"list",102,32,25.525921,"gradual",93.5779816513761
"list",102,32,2.334833,"framing",93.5779816513761
"list",102,32,41.676965,"dynamic",93.5779816513761
"list",103,32,25.7491365,"gradual",94.4954128440367
"list",103,32,2.284623,"framing",94.4954128440367
"list",103,32,40.349752,"dynamic",94.4954128440367
"list",104,32,25.973355,"gradual",95.4128440366973
"list",104,32,2.3457365,"framing",95.4128440366973
"list",104,32,40.70899,"dynamic",95.4128440366973
"list",105,32,26.29166,"gradual",96.3302752293578
"list",105,32,2.512529,"framing",96.3302752293578
"list",105,32,40.7285395,"dynamic",96.3302752293578
"list",106,32,25.840073,"gradual",97.2477064220184
"list",106,32,2.3537225,"framing",97.2477064220184
"list",106,32,40.659962,"dynamic",97.2477064220184
"list",107,32,5.324038,"gradual",98.1651376146789
"list",107,32,30.467625,"framing",98.1651376146789
"list",107,32,43.006206,"dynamic",98.1651376146789
"list",108,32,5.130782,"gradual",99.0825688073395
"list",108,32,30.7623445,"framing",99.0825688073395
"list",108,32,42.7501285,"dynamic",99.0825688073395
"list",109,32,1.9341795,"gradual",100
"list",109,32,30.11719,"framing",100
"list",109,32,43.462649,"dynamic",100
"list",1,32,2.324618,"gradual",0.917431192660551
"list",1,32,2.4119325,"framing",0.917431192660551
"list",1,32,2.304287,"dynamic",0.917431192660551
"list",2,32,2.3443005,"gradual",1.8348623853211
"list",2,32,2.381677,"framing",1.8348623853211
"list",2,32,2.3812985,"dynamic",1.8348623853211
"list",3,32,2.2702725,"gradual",2.75229357798165
"list",3,32,2.3114195,"framing",2.75229357798165
"list",3,32,3.096076,"dynamic",2.75229357798165
"list",4,32,2.423377,"gradual",3.6697247706422
"list",4,32,2.3449715,"framing",3.6697247706422
"list",4,32,3.2351575,"dynamic",3.6697247706422
"list",5,32,2.468409,"gradual",4.58715596330275
"list",5,32,2.375114,"framing",4.58715596330275
"list",5,32,3.388705,"dynamic",4.58715596330275
"list",6,32,2.4236495,"gradual",5.5045871559633
"list",6,32,2.346863,"framing",5.5045871559633
"list",6,32,3.139839,"dynamic",5.5045871559633
"list",7,32,3.207384,"gradual",6.42201834862385
"list",7,32,2.397571,"framing",6.42201834862385
"list",7,32,3.254934,"dynamic",6.42201834862385
"list",8,32,3.269349,"gradual",7.3394495412844
"list",8,32,2.2840595,"framing",7.3394495412844
"list",8,32,3.089112,"dynamic",7.3394495412844
"list",9,32,3.3931535,"gradual",8.25688073394496
"list",9,32,2.426346,"framing",8.25688073394496
"list",9,32,3.420432,"dynamic",8.25688073394496
"list",10,32,3.429091,"gradual",9.1743119266055
"list",10,32,2.303615,"framing",9.1743119266055
"list",10,32,3.2739165,"dynamic",9.1743119266055
"list",11,32,3.4062475,"gradual",10.0917431192661
"list",11,32,2.3350755,"framing",10.0917431192661
"list",11,32,3.2821825,"dynamic",10.0917431192661
"list",12,32,3.369271,"gradual",11.0091743119266
"list",12,32,2.355907,"framing",11.0091743119266
"list",12,32,3.882968,"dynamic",11.0091743119266
"list",13,32,3.3351595,"gradual",11.9266055045872
"list",13,32,2.3262535,"framing",11.9266055045872
"list",13,32,3.8731895,"dynamic",11.9266055045872
"list",14,32,3.5899915,"gradual",12.8440366972477
"list",14,32,2.392393,"framing",12.8440366972477
"list",14,32,3.740181,"dynamic",12.8440366972477
"list",15,32,3.661787,"gradual",13.7614678899083
"list",15,32,2.3835485,"framing",13.7614678899083
"list",15,32,3.732164,"dynamic",13.7614678899083
"list",16,32,3.704839,"gradual",14.6788990825688
"list",16,32,2.269879,"framing",14.6788990825688
"list",16,32,3.8024295,"dynamic",14.6788990825688
"list",17,32,3.7731475,"gradual",15.5963302752294
"list",17,32,2.265665,"framing",15.5963302752294
"list",17,32,4.454167,"dynamic",15.5963302752294
"list",18,32,3.7114845,"gradual",16.5137614678899
"list",18,32,2.3125885,"framing",16.5137614678899
"list",18,32,3.769492,"dynamic",16.5137614678899
"list",19,32,3.686568,"gradual",17.4311926605505
"list",19,32,2.352565,"framing",17.4311926605505
"list",19,32,3.9498645,"dynamic",17.4311926605505
"list",20,32,3.619294,"gradual",18.348623853211
"list",20,32,2.3727145,"framing",18.348623853211
"list",20,32,3.936184,"dynamic",18.348623853211
"list",21,32,3.74097,"gradual",19.2660550458716
"list",21,32,2.3127585,"framing",19.2660550458716
"list",21,32,3.8391,"dynamic",19.2660550458716
"list",22,32,3.8368045,"gradual",20.1834862385321
"list",22,32,2.315613,"framing",20.1834862385321
"list",22,32,4.060623,"dynamic",20.1834862385321
"list",23,32,3.931614,"gradual",21.1009174311927
"list",23,32,2.3358135,"framing",21.1009174311927
"list",23,32,4.1309445,"dynamic",21.1009174311927
"list",24,32,3.812414,"gradual",22.0183486238532
"list",24,32,2.3195825,"framing",22.0183486238532
"list",24,32,4.597991,"dynamic",22.0183486238532
"list",25,32,3.9874495,"gradual",22.9357798165138
"list",25,32,2.273321,"framing",22.9357798165138
"list",25,32,7.6278785,"dynamic",22.9357798165138
"list",26,32,4.0520325,"gradual",23.8532110091743
"list",26,32,2.2966635,"framing",23.8532110091743
"list",26,32,7.4608115,"dynamic",23.8532110091743
"list",27,32,7.7643365,"gradual",24.7706422018349
"list",27,32,2.406525,"framing",24.7706422018349
"list",27,32,11.3474475,"dynamic",24.7706422018349
"list",28,32,8.0880365,"gradual",25.6880733944954
"list",28,32,2.306745,"framing",25.6880733944954
"list",28,32,11.1058295,"dynamic",25.6880733944954
"list",29,32,10.8722025,"gradual",26.605504587156
"list",29,32,2.2541065,"framing",26.605504587156
"list",29,32,11.532987,"dynamic",26.605504587156
"list",30,32,11.0467825,"gradual",27.5229357798165
"list",30,32,2.2647275,"framing",27.5229357798165
"list",30,32,11.5884565,"dynamic",27.5229357798165
"list",31,32,10.9261155,"gradual",28.4403669724771
"list",31,32,2.382377,"framing",28.4403669724771
"list",31,32,11.3019645,"dynamic",28.4403669724771
"list",32,32,11.019042,"gradual",29.3577981651376
"list",32,32,2.356403,"framing",29.3577981651376
"list",32,32,11.33966,"dynamic",29.3577981651376
"list",33,32,11.3983275,"gradual",30.2752293577982
"list",33,32,2.3741805,"framing",30.2752293577982
"list",33,32,11.2458,"dynamic",30.2752293577982
"list",34,32,11.1385995,"gradual",31.1926605504587
"list",34,32,2.3353965,"framing",31.1926605504587
"list",34,32,11.2929325,"dynamic",31.1926605504587
"list",35,32,11.1955645,"gradual",32.1100917431193
"list",35,32,2.3108165,"framing",32.1100917431193
"list",35,32,11.4432605,"dynamic",32.1100917431193
"list",36,32,10.8537605,"gradual",33.0275229357798
"list",36,32,2.283743,"framing",33.0275229357798
"list",36,32,11.377919,"dynamic",33.0275229357798
"list",37,32,11.4038705,"gradual",33.9449541284404
"list",37,32,2.3885795,"framing",33.9449541284404
"list",37,32,11.724057,"dynamic",33.9449541284404
"list",38,32,11.0854765,"gradual",34.8623853211009
"list",38,32,2.3129805,"framing",34.8623853211009
"list",38,32,11.720455,"dynamic",34.8623853211009
"list",39,32,11.082162,"gradual",35.7798165137615
"list",39,32,2.36198,"framing",35.7798165137615
"list",39,32,11.8423075,"dynamic",35.7798165137615
"list",40,32,11.2000575,"gradual",36.697247706422
"list",40,32,2.6531905,"framing",36.697247706422
"list",40,32,11.904994,"dynamic",36.697247706422
"list",41,32,11.3057825,"gradual",37.6146788990826
"list",41,32,2.331837,"framing",37.6146788990826
"list",41,32,11.7145075,"dynamic",37.6146788990826
"list",42,32,11.3470455,"gradual",38.5321100917431
"list",42,32,2.3874095,"framing",38.5321100917431
"list",42,32,11.6394915,"dynamic",38.5321100917431
"list",43,32,11.296454,"gradual",39.4495412844037
"list",43,32,2.401578,"framing",39.4495412844037
"list",43,32,11.9375185,"dynamic",39.4495412844037
"list",44,32,11.1537845,"gradual",40.3669724770642
"list",44,32,2.321971,"framing",40.3669724770642
"list",44,32,12.155344,"dynamic",40.3669724770642
"list",45,32,11.148699,"gradual",41.2844036697248
"list",45,32,2.3957035,"framing",41.2844036697248
"list",45,32,12.458972,"dynamic",41.2844036697248
"list",46,32,11.2492825,"gradual",42.2018348623853
"list",46,32,2.2768015,"framing",42.2018348623853
"list",46,32,12.480332,"dynamic",42.2018348623853
"list",47,32,12.1619845,"gradual",43.1192660550459
"list",47,32,2.3520655,"framing",43.1192660550459
"list",47,32,12.4891335,"dynamic",43.1192660550459
"list",48,32,11.7408415,"gradual",44.0366972477064
"list",48,32,2.287236,"framing",44.0366972477064
"list",48,32,12.4576295,"dynamic",44.0366972477064
"list",49,32,11.379887,"gradual",44.954128440367
"list",49,32,2.377085,"framing",44.954128440367
"list",49,32,12.5149575,"dynamic",44.954128440367
"list",50,32,11.6257765,"gradual",45.8715596330275
"list",50,32,2.3808095,"framing",45.8715596330275
"list",50,32,12.5097155,"dynamic",45.8715596330275
"list",51,32,11.904268,"gradual",46.7889908256881
"list",51,32,2.3815355,"framing",46.7889908256881
"list",51,32,12.843511,"dynamic",46.7889908256881
"list",52,32,11.9470095,"gradual",47.7064220183486
"list",52,32,2.323357,"framing",47.7064220183486
"list",52,32,12.9126695,"dynamic",47.7064220183486
"list",53,32,11.9423335,"gradual",48.6238532110092
"list",53,32,2.3051945,"framing",48.6238532110092
"list",53,32,13.360382,"dynamic",48.6238532110092
"list",54,32,12.3555735,"gradual",49.5412844036697
"list",54,32,2.4507605,"framing",49.5412844036697
"list",54,32,13.1081385,"dynamic",49.5412844036697
"list",55,32,12.540075,"gradual",50.4587155963303
"list",55,32,2.319791,"framing",50.4587155963303
"list",55,32,13.720677,"dynamic",50.4587155963303
"list",56,32,12.794691,"gradual",51.3761467889908
"list",56,32,2.3138485,"framing",51.3761467889908
"list",56,32,13.1850375,"dynamic",51.3761467889908
"list",57,32,12.5946705,"gradual",52.2935779816514
"list",57,32,2.343694,"framing",52.2935779816514
"list",57,32,13.1142635,"dynamic",52.2935779816514
"list",58,32,13.102796,"gradual",53.2110091743119
"list",58,32,2.3053015,"framing",53.2110091743119
"list",58,32,13.395807,"dynamic",53.2110091743119
"list",59,32,13.3376415,"gradual",54.1284403669725
"list",59,32,2.294452,"framing",54.1284403669725
"list",59,32,13.849829,"dynamic",54.1284403669725
"list",60,32,13.224512,"gradual",55.045871559633
"list",60,32,2.5962125,"framing",55.045871559633
"list",60,32,13.6875605,"dynamic",55.045871559633
"list",61,32,13.641495,"gradual",55.9633027522936
"list",61,32,2.281335,"framing",55.9633027522936
"list",61,32,13.696161,"dynamic",55.9633027522936
"list",62,32,13.275788,"gradual",56.8807339449541
"list",62,32,2.6503575,"framing",56.8807339449541
"list",62,32,13.6418545,"dynamic",56.8807339449541
"list",63,32,15.490038,"gradual",57.7981651376147
"list",63,32,2.374106,"framing",57.7981651376147
"list",63,32,13.732434,"dynamic",57.7981651376147
"list",64,32,13.3308645,"gradual",58.7155963302752
"list",64,32,2.271435,"framing",58.7155963302752
"list",64,32,13.678345,"dynamic",58.7155963302752
"list",65,32,13.427838,"gradual",59.6330275229358
"list",65,32,2.4363525,"framing",59.6330275229358
"list",65,32,13.7874075,"dynamic",59.6330275229358
"list",66,32,13.5061815,"gradual",60.5504587155963
"list",66,32,2.4419135,"framing",60.5504587155963
"list",66,32,14.0199045,"dynamic",60.5504587155963
"list",67,32,13.907996,"gradual",61.4678899082569
"list",67,32,2.556888,"framing",61.4678899082569
"list",67,32,14.0194465,"dynamic",61.4678899082569
"list",68,32,15.0551495,"gradual",62.3853211009174
"list",68,32,2.297357,"framing",62.3853211009174
"list",68,32,20.1236155,"dynamic",62.3853211009174
"list",69,32,14.801355,"gradual",63.302752293578
"list",69,32,2.301078,"framing",63.302752293578
"list",69,32,20.274911,"dynamic",63.302752293578
"list",70,32,14.8478695,"gradual",64.2201834862385
"list",70,32,2.363074,"framing",64.2201834862385
"list",70,32,20.2358835,"dynamic",64.2201834862385
"list",71,32,15.437378,"gradual",65.1376146788991
"list",71,32,2.5997615,"framing",65.1376146788991
"list",71,32,20.5711225,"dynamic",65.1376146788991
"list",72,32,14.8181395,"gradual",66.0550458715596
"list",72,32,2.305444,"framing",66.0550458715596
"list",72,32,20.645394,"dynamic",66.0550458715596
"list",73,32,15.084805,"gradual",66.9724770642202
"list",73,32,2.4781275,"framing",66.9724770642202
"list",73,32,20.300641,"dynamic",66.9724770642202
"list",74,32,14.8640785,"gradual",67.8899082568807
"list",74,32,2.3775605,"framing",67.8899082568807
"list",74,32,20.7993955,"dynamic",67.8899082568807
